Ledger Type,Cost Center Type,Fund ID,Fund Name,Department ID,Department Name,Division ID,Division Name,Object,Object Description,Revenue Category Code,Category code description,Fiscal Year,July,August,September,October,November,December,January,February,March,April,May,June
B1,IS,56,"Self-insur, General Liab/Auto",700,NON-DEPARTMENTAL,232,COMPREHENSIVE,555060,PROFESSIONAL SERVICES,, Supplies and Expenses,2013,17250,0,0,0,0,0,0,0,0,0,0,0
B1,IS,56,"Self-insur, General Liab/Auto",700,NON-DEPARTMENTAL,232,COMPREHENSIVE,555110,LEGAL EXPENSE,, Supplies and Expenses,2013,215000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,211,R & ES(CITY CLERK)-ADMIN,522210,UTILITIES - TELEPHONE,804, Supplies and Expenses,2013,3690,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,211,R & ES(CITY CLERK)-ADMIN,566090,ENTERTAIN - PUBLIC GS,804, Supplies and Expenses,2013,18000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,214,R & ES(CITY CLERK)-SUPP SCVS,522210,UTILITIES - TELEPHONE,804, Supplies and Expenses,2013,543,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,214,R & ES(CITY CLERK)-SUPP SCVS,522720,MILEAGE,804, Supplies and Expenses,2013,200,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,214,R & ES(CITY CLERK)-SUPP SCVS,544010,SPECIAL DEPARTMENT SUPPLIES,804, Supplies and Expenses,2013,1200,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,214,R & ES(CITY CLERK)-SUPP SCVS,555210,TRAINING,804, Supplies and Expenses,2013,1000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,300,POLICE,304,ADMINISTRATIVE SERVICES DIV,405010,AUTO IMPOUND RELEASE,612,Charges for Service,2013,-227551,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,321,BUILDING AND SAFETY,400500,BUILDING PERMITS,612,Charges for Service,2013,-2475000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,522310,OFFICE SUPPLIES / EXPENSE,804, Supplies and Expenses,2013,35996,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,522320,METERED POSTAGE,804, Supplies and Expenses,2013,5500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,533020,GENERAL LIABILITY / AUTO,804, Supplies and Expenses,2013,19503,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,555110,LEGAL EXPENSE,804, Supplies and Expenses,2013,90000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,263,ADMINISTRATION & REDEVELOPMENT,555110,LEGAL EXPENSE,816, Supplies and Expenses,2013,80000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,263,ADMINISTRATION & REDEVELOPMENT,577230,FISCAL AGENT FEES,816, Supplies and Expenses,2013,12000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,522120,UTILITIES - NATURAL GAS,816, Supplies and Expenses,2013,700,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,522210,UTILITIES - TELEPHONE,816, Supplies and Expenses,2013,8405,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,522320,METERED POSTAGE,816, Supplies and Expenses,2013,13000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,533220,BLDG / STRUCTURE MAINTENANCE,816, Supplies and Expenses,2013,616164,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,555060,PROFESSIONAL SERVICES,816, Supplies and Expenses,2013,215274,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,416,TRANS ENGINEERING & MGMT,511490,OVERTIME,816,Salaries and Wages,2013,20296,0,0,0,0,0,0,203,0,0,0,0
B1,IS,56,"Self-insur, General Liab/Auto",700,NON-DEPARTMENTAL,232,COMPREHENSIVE,402380,"SELF-INSURANCE, GEN LIAB/AUTO",650,Charges for Service,2013,-3000000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,56,"Self-insur, General Liab/Auto",700,NON-DEPARTMENTAL,695,INTERFUND TRANSACTIONS,577500,TRANSFERS FROM / TO FUND,910, Supplies and Expenses,2013,394358,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,211,R & ES(CITY CLERK)-ADMIN,522820,CONFERENCES/MEETINGS/TRAVEL,804, Supplies and Expenses,2013,8594,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,211,R & ES(CITY CLERK)-ADMIN,555010,CONTRACTUAL SERVICES,804, Supplies and Expenses,2013,20000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,214,R & ES(CITY CLERK)-SUPP SCVS,522820,CONFERENCES/MEETINGS/TRAVEL,804, Supplies and Expenses,2013,2500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,511000,PERMANENT EMPLOYEES,816,Salaries and Wages,2013,425326,0,0,0,0,0,0,81668,0,0,0,0
B1,IS,19,CDBG Fund,700,NON-DEPARTMENTAL,695,INTERFUND TRANSACTIONS,577720,CDBG REIMB-HUMAN SVC,, Supplies and Expenses,2013,59500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,300,POLICE,304,ADMINISTRATIVE SERVICES DIV,400700,PARKING CITATION FINES,614,Fines and Forfeitures,2013,-14000000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,300,POLICE,304,ADMINISTRATIVE SERVICES DIV,404000,STC PROGRAM,610,Intergovernmental,2013,-5600,0,0,0,0,0,0,0,0,0,0,0
B1,IS,22,COPS Fund,300,POLICE,304,ADMINISTRATIVE SERVICES DIV,400750,INT DEP/INVESTMENT,616,Investment Income,2013,-2100,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,263,ADMINISTRATION & REDEVELOPMENT,522820,CONFERENCES/MEETINGS/TRAVEL,816, Supplies and Expenses,2013,800,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,522720,MILEAGE,816, Supplies and Expenses,2013,400,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,522820,CONFERENCES/MEETINGS/TRAVEL,816, Supplies and Expenses,2013,2500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,416,TRANS ENGINEERING & MGMT,522910,VEHICLES - FUELS / LUBRICATION,816, Supplies and Expenses,2013,3689,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,501,ADMINISTRATION & PLANNING SVCS,522820,CONFERENCES/MEETINGS/TRAVEL,810, Supplies and Expenses,2013,1400,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,501,ADMINISTRATION & PLANNING SVCS,522900,MEMBERSHIPS AND DUES,810, Supplies and Expenses,2013,1074,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,501,ADMINISTRATION & PLANNING SVCS,566730,REC / PARKS COMMISSION,810, Supplies and Expenses,2013,2783,0,0,0,0,0,0,0,0,0,0,0
B1,IS,11,Beach Recreation Fund,400,COMMUNITY & CULTURAL SERVICES,522,BEACH ADMINISTRATION,511500,TEMPORARY EMPLOYEES,810,Salaries and Wages,2013,69007,0,0,0,0,0,0,690,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,321,BUILDING AND SAFETY,522820,CONFERENCES/MEETINGS/TRAVEL,816, Supplies and Expenses,2013,6000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,560,CULTURAL AFFAIRS,511000,PERMANENT EMPLOYEES,810,Salaries and Wages,2013,746938,0,0,47940,0,0,0,7949,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,321,BUILDING AND SAFETY,544040,BOOKS / PAMPHLETS,816, Supplies and Expenses,2013,20000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,560,CULTURAL AFFAIRS,522310,OFFICE SUPPLIES / EXPENSES,810, Supplies and Expenses,2013,16779,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,211,R & ES(CITY CLERK)-ADMIN,522520,LEGAL ADVERTISING,804, Supplies and Expenses,2013,63000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,211,R & ES(CITY CLERK)-ADMIN,522900,MEMBERSHIPS AND DUES,804, Supplies and Expenses,2013,1700,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,211,R & ES(CITY CLERK)-ADMIN,555210,TRAINING,804, Supplies and Expenses,2013,3000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,522310,OFFICE SUPPLIES / EXPENSES,816, Supplies and Expenses,2013,24000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,19,CDBG Fund,700,NON-DEPARTMENTAL,695,INTERFUND TRANSACTIONS,577760,CDBG REIMB-HOUSING & ECON DEV,, Supplies and Expenses,2013,92000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,14,TORCA Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,400260,PROP K TORCA CONVERSION TAX,606,Other Local Taxes,2013,-80000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,266,CITY PLANNING/DEVELOPMENT REV.,401250,PLAN CHECK FEES-CITY PLANNING,612,Charges for Service,2013,-410938,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,266,CITY PLANNING/DEVELOPMENT REV.,401470,DEVELOPMENT AGREEMENTS,612,Charges for Service,2013,-175000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,300,POLICE,304,ADMINISTRATIVE SERVICES DIV,401440,POLICE BILLABLE SERVICES,612,Charges for Service,2013,-451547,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,300,POLICE,304,ADMINISTRATIVE SERVICES DIV,401450,POLICE SERVICES/FEES,612,Charges for Service,2013,-6868,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,522210,UTILITIES - TELEPHONE,804, Supplies and Expenses,2013,7175,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,522900,MEMBERSHIPS AND DUES,804, Supplies and Expenses,2013,17000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,588090,FURNITURE & FURNISHINGS,804, Supplies and Expenses,2013,750,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,522500,BOARDS AND COMMISSIONS,816, Supplies and Expenses,2013,1300,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,522900,MEMBERSHIPS AND DUES,816, Supplies and Expenses,2013,1000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,588090,FURNITURE & FURNISHINGS,816, Supplies and Expenses,2013,5100,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,501,ADMINISTRATION & PLANNING SVCS,511000,PERMANENT EMPLOYEES,810,Salaries and Wages,2013,700601,0,0,174912,0,0,0,69195,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,501,ADMINISTRATION & PLANNING SVCS,522210,UTILITIES - TELEPHONE,810, Supplies and Expenses,2013,30849,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,560,CULTURAL AFFAIRS,522720,MILEAGE,810, Supplies and Expenses,2013,96,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,560,CULTURAL AFFAIRS,544110,PRINTED FORMS,810, Supplies and Expenses,2013,2040,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,266,CITY PLANNING/DEVELOPMENT REV.,522310,OFFICE SUPPLIES / EXPENSE,816, Supplies and Expenses,2013,25171,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,266,CITY PLANNING/DEVELOPMENT REV.,522900,MEMBERSHIPS AND DUES,816, Supplies and Expenses,2013,5488,0,0,0,0,0,0,0,0,0,0,0
B1,IS,56,"Self-insur, General Liab/Auto",700,NON-DEPARTMENTAL,232,COMPREHENSIVE,522030,INVESTIGATION EXPENSES,, Supplies and Expenses,2013,38000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,56,"Self-insur, General Liab/Auto",700,NON-DEPARTMENTAL,232,COMPREHENSIVE,522070,DEPOSITION COSTS,, Supplies and Expenses,2013,56000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,211,R & ES(CITY CLERK)-ADMIN,511730,WORKERS' COMP INSURANCE,804,Salaries and Wages,2013,5556,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,211,R & ES(CITY CLERK)-ADMIN,544120,PERIODICALS,804, Supplies and Expenses,2013,1500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,212,R & ES(CITY CLERK)-ELECTIONS,522820,CONFERENCES/MEETINGS/TRAVEL,804, Supplies and Expenses,2013,3000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,214,R & ES(CITY CLERK)-SUPP SCVS,533120,SPECIAL EQUIP MAINT,804, Supplies and Expenses,2013,60000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,266,CITY PLANNING/DEVELOPMENT REV.,401560,ZONING APPR/VARIANCE FEES,612,Charges for Service,2013,-903186,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,300,POLICE,304,ADMINISTRATIVE SERVICES DIV,401290,POLICE-MOVIE JOBS,612,Charges for Service,2013,-408000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,263,ADMINISTRATION & REDEVELOPMENT,511490,OVERTIME,816,Salaries and Wages,2013,4151,0,0,0,0,0,0,42,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,263,ADMINISTRATION & REDEVELOPMENT,522900,MEMBERSHIPS AND DUES,816, Supplies and Expenses,2013,2200,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,263,ADMINISTRATION & REDEVELOPMENT,533020,GENERAL LIABILITY / AUTO,816, Supplies and Expenses,2013,6334,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,263,ADMINISTRATION & REDEVELOPMENT,577410,SITE IMPROVEMENTS,816, Supplies and Expenses,2013,7758,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,416,TRANS ENGINEERING & MGMT,544010,SPECIAL DEPARTMENT SUPPLIES,816, Supplies and Expenses,2013,8000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,501,ADMINISTRATION & PLANNING SVCS,522320,METERED POSTAGE,810, Supplies and Expenses,2013,12138,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,501,ADMINISTRATION & PLANNING SVCS,555210,TRAINING,810, Supplies and Expenses,2013,1000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,11,Beach Recreation Fund,400,COMMUNITY & CULTURAL SERVICES,522,BEACH ADMINISTRATION,544010,SPECIAL DEPARTMENT SUPPLIES,810, Supplies and Expenses,2013,25888,0,0,0,0,0,0,116000,-93000,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,321,BUILDING AND SAFETY,522710,AUTO REIMBURSEMENT,816, Supplies and Expenses,2013,2500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,321,BUILDING AND SAFETY,522720,MILEAGE,816, Supplies and Expenses,2013,4000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,400,COMMUNITY & CULTURAL SERVICES,560,CULTURAL AFFAIRS,566550,COMMUNITY FESTIVALS,810, Supplies and Expenses,2013,13668,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,265,PCD - ADMINISTRATION,522900,MEMBERSHIPS AND DUES,816, Supplies and Expenses,2013,1160,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,265,PCD - ADMINISTRATION,533020,GENERAL LIABILITY / AUTO,816, Supplies and Expenses,2013,79326,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,210,PLANNING & COMM. DEVELOPMENT,265,PCD - ADMINISTRATION,544010,SPECIAL DEPARTMENT SUPPLIES,816, Supplies and Expenses,2013,7590,0,0,0,0,0,0,0,0,0,0,0
B1,IS,56,"Self-insur, General Liab/Auto",700,NON-DEPARTMENTAL,232,COMPREHENSIVE,522000,UNRECOVERED INSURANCE LOSS,, Supplies and Expenses,2013,799566.11,0,0,0,0,0,0,0,0,0,0,0
B1,IS,56,"Self-insur, General Liab/Auto",700,NON-DEPARTMENTAL,232,COMPREHENSIVE,522010,PAYMENT OF CLAIMS,, Supplies and Expenses,2013,1553389.93,0,0,0,0,0,0,0,0,0,0,0
B1,IS,56,"Self-insur, General Liab/Auto",700,NON-DEPARTMENTAL,232,COMPREHENSIVE,522100,EXPERT WITNESS COSTS,, Supplies and Expenses,2013,125000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,56,"Self-insur, General Liab/Auto",700,NON-DEPARTMENTAL,232,COMPREHENSIVE,555210,TRAINING,, Supplies and Expenses,2013,20000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,214,R & ES(CITY CLERK)-SUPP SCVS,522310,OFFICE SUPPLIES / EXPENSE,804, Supplies and Expenses,2013,2200,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,214,R & ES(CITY CLERK)-SUPP SCVS,522610,EQUIPMENT RENTAL,804, Supplies and Expenses,2013,163102,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,120,RECORDS & ELECTION SERVICES,214,R & ES(CITY CLERK)-SUPP SCVS,522620,RENT,804, Supplies and Expenses,2013,132475,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,264,HOUSING,511000,PERMANENT EMPLOYEES,816,Salaries and Wages,2013,70000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,410,LIBRARY,613,ADMIN. AND FACILITIES,401620,LIBRARY PARKING LOT,608,Licenses and Permits,2013,-35000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,300,POLICE,304,ADMINISTRATIVE SERVICES DIV,401900,FALSE ALARM,612,Charges for Service,2013,-315288,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,511000,PERMANENT EMPLOYEES,804,Salaries and Wages,2013,7037212,0,0,0,0,0,0,70372,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,511490,OVERTIME,804,Salaries and Wages,2013,1833,0,0,0,0,0,0,18,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,522720,MILEAGE,804, Supplies and Expenses,2013,14000,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,140,CITY ATTORNEY,231,CITY ATTORNEY,555210,TRAINING,804, Supplies and Expenses,2013,9500,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,263,ADMINISTRATION & REDEVELOPMENT,511500,TEMPORARY EMPLOYEES,816,Salaries and Wages,2013,5670,0,0,0,0,0,0,57,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,263,ADMINISTRATION & REDEVELOPMENT,522620,RENT,816, Supplies and Expenses,2013,70826,0,0,0,0,0,0,0,0,0,0,0
B1,IS,01,General Fund,620,HOUSING & ECONOMIC DEVELOPMENT,263,ADMINISTRATION & REDEVELOPMENT,588090,FURNITURE & FURNISHINGS,816, Supplies and Expenses,2013,1500,0,0,0,0,0,0,0,0,0,0,0
